topicId,date,frequency
Human Papillomavirus,-1,8
Human Papillomavirus,-2,7
Human Papillomavirus,-3,4
Human Papillomavirus,-4,3
Human Papillomavirus,-5,1
Human Papillomavirus,-6,5
Human Papillomavirus,-7,4
Human Papillomavirus,-8,4
Human Papillomavirus,-10,5
Human Papillomavirus,-12,4
Hunger,-1,8
Hunger,-2,10
Hunger,-3,10
Hunger,-4,7
Hunger,-5,2
Hunger,-6,6
Hunger,-7,4
Hunger,-8,3
Hunger,-9,5
Hunger,-10,12
Hunger,-11,8
Hunger,-12,7
Hydrocele,-4,1
Hydrocele,-11,1
Hydrocephalus,-5,1
Hydrocodone,-1,1
Hydrocodone,-2,1
Hydrocodone,-3,2
Hydrocodone,-4,2
Hydrocodone,-5,4
Hydrocodone,-9,2
Hydrocodone,-10,4
Hydrocodone,-11,7
Hydrocodone,-12,1
Hydrocortisone,-4,1
Hydrocortisone,-5,1
Hydrocortisone,-9,2
Hydrocortisone,-10,2
Hydrocortisone,-12,1
Hydrogen Peroxide,-4,2
Hydrogen Peroxide,-5,2
Hydrogen Peroxide,-10,1
Hydrogen Peroxide,-11,2
Hydrogen Peroxide,-12,1
Hydronephrosis,-11,1
Hymen,-3,2
Hymen,-4,1
Hymen,-5,3
Hymen,-7,1
Hymen,-9,1
Hymen,-10,1
Hyperactive Behavior,-10,1
Hyperactivity,-12,2
Hyperglycemia,-8,1
Hyperhidrosis,-3,1
Hyperhidrosis,-4,1
Hyperhidrosis,-8,1
Hyperhidrosis,-9,1
Hyperhidrosis,-11,2
Hyperlipidemia,-4,1
Hyperplasia,-6,1
Hypersensitivity,-8,1
Hyperthermia,-1,1
Hyperthyroidism,-10,3
Hypertrophic Cardiomyopathy,-6,1
Hyperventilation,-4,1
Hyperventilation,-5,2
Hyperventilation,-11,1
Hypoglycemia,-2,1
Hypoglycemia,-3,1
Hypoglycemia,-6,1
Hypoglycemia,-7,1
Hypoglycemia,-10,2
Hypoglycemia,-12,1
Hypogonadism,-4,1
Hyponatremia,-11,1
Hypospadias,-6,1
Hypothermia,-1,1
Hypothyroidism,-1,2
Hypothyroidism,-2,3
Hypothyroidism,-3,2
Hypothyroidism,-4,1
Hypothyroidism,-5,1
Hypothyroidism,-6,1
Hypothyroidism,-7,4
Hypothyroidism,-8,4
Hypothyroidism,-10,5
Hypothyroidism,-11,5
Hypoventilation,-9,1
Hysterectomy,-1,10
Hysterectomy,-2,10
Hysterectomy,-3,13
Hysterectomy,-4,7
Hysterectomy,-5,7
Hysterectomy,-6,5
Hysterectomy,-7,9
Hysterectomy,-8,8
Hysterectomy,-9,5
Hysterectomy,-10,12
Hysterectomy,-11,13
Hysterectomy,-12,11
Ibuprofen,-1,5
Ibuprofen,-2,8
Ibuprofen,-3,2
Ibuprofen,-4,4
Ibuprofen,-5,4
Ibuprofen,-6,7
Ibuprofen,-7,8
Ibuprofen,-8,13
Ibuprofen,-9,3
Ibuprofen,-10,10
Ibuprofen,-11,8
Ibuprofen,-12,7
Ice Cream,-4,1
Ice Cream,-5,1
Ice Cream,-8,1
Ice Cream,-10,2
Ice Cream,-11,2
Ice Cream,-12,2
Icing,-1,1
Icing,-3,2
Icing,-4,1
Icing,-6,1
Icing,-7,3
Icing,-8,1
Icing,-12,3
Ileostomy,-1,1
Immune System,-1,1
Immune System,-2,4
Immune System,-3,2
Immune System,-5,2
Immune System,-9,2
Immune System,-10,6
Immune System,-11,5
Immune System,-12,3
Immunization,-1,1
Immunization,-2,1
Immunization,-3,1
Immunization,-5,1
Immunization,-8,1
Immunization,-10,2
Immunization,-11,3
Immunodeficiency,-2,1
Immunotherapy,-10,3
Immunotherapy,-11,2
Impetigo,-1,4
Impetigo,-2,1
Impetigo,-3,2
Impetigo,-4,1
Impetigo,-7,1
Impetigo,-10,1
Impetigo,-11,1
Impetigo,-12,1
Impotence,-2,1
Impotence,-3,1
Impotence,-4,1
Impotence,-5,1
Impotence,-8,2
Impotence,-10,1
Impulsiveness,-7,1
In Vitro Fertilization,-1,1
In Vitro Fertilization,-2,2
In Vitro Fertilization,-12,1
Incontinence,-1,1
Incontinence,-2,1
Incontinence,-4,1
Incontinence,-7,3
Incontinence,-8,2
Incontinence,-9,3
Incontinence,-11,1
Incontinence,-12,2
Index Finger,-1,2
Index Finger,-2,2
Index Finger,-4,1
Index Finger,-6,1
Index Finger,-7,2
Index Finger,-8,1
Index Finger,-9,1
Index Finger,-10,3
Index Finger,-11,1
Index Finger,-12,1
Indiana,-11,1
Indigestion,-1,2
Indigestion,-2,1
Indigestion,-3,1
Indigestion,-4,1
Indigestion,-7,1
Indigestion,-8,1
Indigestion,-9,3
Indigestion,-10,1
Indigestion,-11,1
Infant,-1,4
Infant,-2,6
Infant,-4,2
Infant,-5,1
Infant,-6,2
Infant,-7,4
Infant,-8,4
Infant,-9,6
Infant,-10,8
Infant,-11,5
Infant,-12,5
Infant Formula,-8,1
Infant Formula,-12,1
Infarction,-5,1
Infection,-6,1
Infection,-7,2
Infection,-8,2
Infection,-9,1
Infection,-10,1
Infertility,-1,3
Infertility,-2,2
Infertility,-3,4
Infertility,-7,3
Infertility,-8,2
Infertility,-9,1
Infertility,-10,2
Infertility,-11,1
Infertility,-12,3
Inflammation,-1,3
Inflammation,-2,1
Inflammation,-3,1
Inflammation,-4,2
Inflammation,-5,1
Inflammation,-6,3
Inflammation,-7,3
Inflammation,-8,3
Inflammation,-9,4
Inflammation,-10,4
Inflammation,-11,4
Inflammation,-12,5
Inflammatory Bowel Disease,-5,1
Infusion,-1,2
Infusion,-4,1
Infusion,-5,1
Infusion,-8,2
Infusion,-9,1
Infusion,-10,1
Ingrown Nail,-2,1
Ingrown Toenail,-4,1
Ingrown Toenail,-9,1
Ingrown Toenail,-11,1
Ingrown Toenail,-12,1
Inhaler,-1,3
Inhaler,-2,2
Inhaler,-3,1
Inhaler,-4,1
Inhaler,-5,1
Inhaler,-7,1
Inhaler,-8,3
Inhaler,-9,2
Inhaler,-10,2
Inhaler,-11,1
Inhaler,-12,3
Injection,-1,25
Injection,-2,21
Injection,-3,21
Injection,-4,21
Injection,-5,15
Injection,-6,16
Injection,-7,27
Injection,-8,16
Injection,-9,4
Injection,-10,15
Injection,-11,20
Injection,-12,31
Injury,-1,10
Injury,-2,10
Injury,-3,13
Injury,-4,13
Injury,-5,1
Injury,-6,9
Injury,-7,15
Injury,-8,19
Injury,-9,14
Injury,-10,25
Injury,-11,13
Injury,-12,14
Insect Bite,-6,1
Insect Bite,-9,1
Insect Bite,-10,1
Insect Bite,-12,1
Insect Sting,-10,1
Insomnia,-1,2
Insomnia,-3,3
Insomnia,-4,1
Insomnia,-5,1
Insomnia,-6,3
Insomnia,-7,2
Insomnia,-8,3
Insomnia,-10,5
Insomnia,-11,3
Insomnia,-12,1
Instability,-3,1
Instability,-9,1
Instability,-10,1
Instability,-11,1
Instability,-12,3
Insulin,-1,6
Insulin,-2,4
Insulin,-3,7
Insulin,-4,1
Insulin,-5,2
Insulin,-6,4
Insulin,-7,1
Insulin,-8,3
Insulin,-9,4
Insulin,-10,10
Insulin,-11,10
Insulin,-12,4
Insulin Resistance,-10,1
Insulin Resistance,-11,1
Insurance,-1,12
Insurance,-2,18
Insurance,-3,13
Insurance,-4,8
Insurance,-5,9
Insurance,-6,20
Insurance,-7,21
Insurance,-8,20
Insurance,-9,16
Insurance,-10,33
Insurance,-11,39
Insurance,-12,33
Internal Bleeding,-1,1
Internal Bleeding,-3,1
Internal Bleeding,-11,1
Interstitial Cystitis,-7,1
Interstitial Cystitis,-11,1
Intestine,-1,3
Intestine,-2,2
Intestine,-3,2
Intestine,-5,3
Intestine,-6,2
Intestine,-7,1
Intestine,-8,3
Intestine,-9,2
Intestine,-10,5
Intestine,-11,3
Intestine,-12,5
Intrauterine Device,-6,1
Intrauterine Insemination,-7,1
Iodine,-1,1
Iodine,-2,1
Iodine,-3,3
Iodine,-5,1
Iodine,-6,1
Iodine,-8,1
Iodine,-10,1
Iodine,-11,1
Iris,-4,2
Iris,-10,2
Iron,-1,1
Iron,-2,3
Iron,-3,1
Iron,-4,3
Iron,-5,7
Iron,-6,2
Iron,-7,3
Iron,-8,4
Iron,-9,3
Iron,-10,13
Iron,-11,6
Iron,-12,7
Iron Deficiency Anemia,-10,1
Iron Deficiency Anemia,-12,1
Irregularity,-1,11
Irregularity,-2,13
Irregularity,-3,11
Irregularity,-4,7
Irregularity,-5,4
Irregularity,-6,3
Irregularity,-7,8
Irregularity,-8,4
Irregularity,-9,8
Irregularity,-10,10
Irregularity,-11,11
Irregularity,-12,10
Irritability,-1,1
Irritability,-6,2
Irritability,-7,1
Irritability,-10,2
Irritability,-11,1
Irritability,-12,1
Irritable Bowel Syndrome,-1,1
Irritable Bowel Syndrome,-2,1
Irritable Bowel Syndrome,-4,2
Irritable Bowel Syndrome,-6,2
Irritable Bowel Syndrome,-7,3
Irritable Bowel Syndrome,-8,2
Irritable Bowel Syndrome,-10,1
Irritable Bowel Syndrome,-11,3
Irritable Bowel Syndrome,-12,1
Ischemia,-3,1
Ischemia,-10,2
Itch,-1,7
Itch,-2,11
Itch,-3,13
Itch,-4,8
Itch,-5,8
Itch,-6,16
Itch,-7,12
Itch,-8,20
Itch,-9,16
Itch,-10,33
Itch,-11,23
Itch,-12,19
Jalapeno,-3,1
Jaundice,-2,1
Jaundice,-3,1
Jaundice,-6,1
Jaundice,-7,1
Jaundice,-8,2
Jaundice,-10,1
Jaw,-1,5
Jaw,-2,2
Jaw,-3,5
Jaw,-4,4
Jaw,-5,8
Jaw,-6,2
Jaw,-7,2
Jaw,-8,4
Jaw,-9,6
Jaw,-10,9
Jaw,-11,4
Jaw,-12,8
Jelly,-2,1
Jelly,-6,2
Jelly,-8,1
Jelly,-9,2
Jelly,-10,3
Jelly,-12,1
Jet Lag,-3,1
Jet Lag,-6,1
Jock Itch,-2,2
Jock Itch,-3,1
Jock Itch,-6,1
Jock Itch,-7,1
Jock Itch,-8,3
Jock Itch,-9,1
Jock Itch,-11,1
Jock Itch,-12,2
Juice,-1,3
Juice,-2,2
Juice,-3,12
Juice,-4,3
Juice,-5,5
Juice,-7,2
Juice,-8,4
Juice,-9,4
Juice,-10,2
Juice,-11,7
Juice,-12,4
Kale,-2,1
Kale,-3,1
Kale,-5,1
Kale,-6,1
Kale,-7,1
Keloid,-1,1
Keloid,-2,1
Keloid,-12,1
Kentucky,-8,1
Keratoconus,-1,1
Keratosis Pilaris,-1,1
Keratosis Pilaris,-2,1
Keratosis Pilaris,-10,1
Kernel,-10,2
Ketchup,-4,1
Ketogenic Diet,-11,1
Kidney,-1,11
Kidney,-2,7
Kidney,-3,15
Kidney,-4,12
Kidney,-5,6
Kidney,-6,3
Kidney,-7,13
Kidney,-8,12
Kidney,-9,8
Kidney,-10,14
Kidney,-11,16
Kidney,-12,10
Kidney Cancer,-2,1
Kidney Cancer,-3,1
Kidney Cancer,-8,1
Kidney Cancer,-11,1
Kidney Cancer,-12,1
Kidney Disease,-1,2
Kidney Disease,-3,3
Kidney Disease,-4,2
Kidney Disease,-6,2
Kidney Disease,-8,3
Kidney Disease,-9,1
Kidney Disease,-10,1
Kidney Disease,-11,1
Kidney Disease,-12,2
Kidney Failure,-1,1
Kidney Failure,-4,1
Kidney Failure,-6,1
Kidney Failure,-7,1
Kidney Failure,-8,1
Kidney Failure,-9,2
Kidney Failure,-11,1
Kidney Failure,-12,1
Kidney Infection,-1,6
Kidney Infection,-2,1
Kidney Infection,-3,1
Kidney Infection,-4,1
Kidney Infection,-5,2
Kidney Infection,-7,3
Kidney Infection,-8,1
Kidney Infection,-10,4
Kidney Infection,-11,2
Kidney Stone,-1,4
Kidney Stone,-2,3
Kidney Stone,-3,8
Kidney Stone,-4,8
Kidney Stone,-5,2
Kidney Stone,-7,4
Kidney Stone,-8,4
Kidney Stone,-9,3
Kidney Stone,-10,8
Kidney Stone,-11,8
Kidney Stone,-12,7
Kiwi,-4,1
Klinefelter's Syndrome,-11,1
Knee,-1,15
Knee,-2,16
Knee,-3,15
Knee,-4,19
Knee,-5,11
Knee,-6,21
Knee,-7,17
Knee,-8,19
Knee,-9,15
Knee,-10,35
Knee,-11,23
Knee,-12,27
Knee Pain,-2,3
Knee Pain,-3,1
Knee Pain,-4,1
Knee Pain,-6,1
Knee Pain,-7,1
Knee Pain,-8,2
Knee Pain,-9,3
Knee Pain,-10,6
Knee Pain,-11,5
Knee Pain,-12,2
Knocked Out Tooth,-12,1
Kyphosis,-2,1
LASIK,-1,1
LASIK,-5,1
LASIK,-7,1
LEEP,-2,1
LEEP,-4,1
LEEP,-10,1
LEEP,-12,1
LH Level,-10,1
Labor,-1,1
Labor,-2,2
Labor,-5,1
Labor,-7,2
Labor,-9,1
Labor,-10,1
Labor,-11,3
Labor,-12,3
Laboratory Test,-1,1
Laboratory Test,-3,1
Laboratory Test,-5,1
Laboratory Test,-10,1
Laboratory Test,-11,1
Lactate,-2,1
Lactate,-7,1
Lactate,-9,2
Lactate,-10,1
Lactic Acid,-9,1
Lactic Acid,-11,1
Lactose,-1,1
Lactose,-2,1
Lactose,-3,1
Lactose,-7,2
Lactose,-8,1
Lactose,-10,2
Lactose,-12,1
Lactose Intolerance,-2,2
Lactose Intolerance,-4,1
Lactose Intolerance,-5,2
Lactose Intolerance,-10,1
Lactose Intolerance,-11,1
Laminectomy,-12,1
Laminotomy,-3,1
Laminotomy,-9,1
Lap-Band Surgery,-10,1
Laparoscopic Surgery,-1,1
Laparoscopic Surgery,-7,1
Laparoscopic Surgery,-10,1
Laparoscopic Surgery,-12,1
Laparoscopy,-2,1
Laparoscopy,-4,1
Laparoscopy,-6,1
Laparoscopy,-7,1
Laparoscopy,-10,1
Laparoscopy,-11,2
Laparoscopy,-12,1
Laparotomy,-12,1
Large Intestine,-7,1
Large Intestine,-10,1
Large Intestine,-11,1
Laryngitis,-2,3
Laryngitis,-3,1
Laryngitis,-10,1
Larynx,-2,1
Larynx,-6,2
Laser Therapy,-5,1
Laser Therapy,-9,1
Lazy Eye,-6,1
Lazy Eye,-11,3
Learning Disability,-10,1
Learning Disability,-12,1
Left Ventricular Hypertrophy,-8,1
Leg,-1,36
Leg,-2,42
Leg,-3,36
Leg,-4,28
Leg,-5,31
Leg,-6,38
Leg,-7,58
Leg,-8,42
Leg,-9,37
Leg,-10,59
Leg,-11,48
Leg,-12,48
Legg-Calve-Perthes Disease,-9,1
Lemon,-2,1
Lemon,-3,2
Lemon,-4,3
Lemon,-6,1
Lemon,-7,2
Lemon,-8,2
Lemon,-9,1
Lemon,-11,4
Lemon,-12,2
Lens,-2,1
Lens,-4,1
Lens,-6,1
Lens,-9,1
Lens,-10,2
Lentil,-12,1
Leprosy,-4,1
Lettuce,-4,2
Lettuce,-6,2
Leukemia,-1,1
Leukemia,-10,1
Leukemia,-11,1
Leukoplakia,-12,1
Li-Fraumeni Syndrome,-10,1
Libido,-1,3
Libido,-3,3
Libido,-4,1
Libido,-5,2
Libido,-6,2
Libido,-7,1
Libido,-8,3
Libido,-9,1
Libido,-10,5
Libido,-11,3
Libido,-12,4
Lice,-3,1
Lice,-4,1
Lice,-6,1
Lice,-7,1
Lice,-8,1
Lice,-9,2
Lice,-10,2
Lice,-11,2
Lice,-12,3
Lice Infestation,-1,1
Lice Infestation,-11,1
Ligament,-1,1
Ligament,-2,2
Ligament,-3,1
Ligament,-4,1
Ligament,-7,2
Ligament,-8,2
Ligament,-10,2
Ligament,-11,2
Ligament,-12,3
Lightheadedness,-1,7
Lightheadedness,-2,8
Lightheadedness,-3,4
Lightheadedness,-4,5
Lightheadedness,-5,4
Lightheadedness,-6,3
Lightheadedness,-7,6
Lightheadedness,-8,4
Lightheadedness,-9,1
Lightheadedness,-10,8
Lightheadedness,-11,4
Lightheadedness,-12,8
Limb,-4,2
Limb,-8,3
Limb,-10,3
Limb,-11,1
Limb,-12,1
Lime,-7,1
Lime,-11,1
Lip,-1,14
Lip,-2,7
Lip,-3,9
Lip,-4,3
Lip,-5,9
Lip,-6,5
Lip,-7,8
Lip,-8,5
Lip,-9,4
Lip,-10,22
Lip,-11,17
Lip,-12,17
Lipid,-2,1
Lipid,-6,1
Lipid,-10,1
Liposuction,-1,1
Liposuction,-6,1
Liposuction,-7,1
Liposuction,-8,1
Liposuction,-11,1
Lithium,-1,1
Lithium,-2,2
Lithium,-6,2
Lithium,-8,1
Lithium,-9,3
Lithium,-10,2
Lithotomy,-10,1
Lithotripsy,-9,1
Lithotripsy,-10,1
Lithotripsy,-11,1
Little Finger,-4,1
Little Finger,-6,1
Liver,-1,9
Liver,-2,9
Liver,-3,12
Liver,-4,11
Liver,-5,11
Liver,-6,3
Liver,-7,9
Liver,-8,13
Liver,-9,6
Liver,-10,11
Liver,-11,19
Liver,-12,8
Liver Function Test,-3,1
Liver Function Test,-7,1
Liver Function Test,-8,1
Liver Function Test,-9,1
Lobectomy,-12,1
Lobster,-1,1
Lobster,-3,1
Lockjaw,-9,1
Lockjaw,-12,1
Long-Term Effect,-1,2
Long-Term Effect,-2,1
Long-Term Effect,-3,1
Long-Term Effect,-5,2
Long-Term Effect,-7,1
Long-Term Effect,-8,2
Long-Term Effect,-9,1
Long-Term Effect,-10,1
Long-Term Effect,-11,1
Long-Term Effect,-12,2
Lotion,-1,1
Lotion,-2,3
Lotion,-3,1
Lotion,-4,2
Lotion,-5,1
Lotion,-7,2
Lotion,-8,1
Lotion,-9,1
Lotion,-10,4
Lotion,-11,5
Lotion,-12,3
Louisiana,-9,1
Low Blood Pressure,-3,1
Low Blood Pressure,-4,1
Low Blood Pressure,-5,1
Low Blood Pressure,-6,1
Low Blood Pressure,-10,2
Low Blood Pressure,-11,4
Low Blood Pressure,-12,3
Low Carb Diet,-1,1
Low Carb Diet,-8,1
Low Carb Diet,-9,1
Low Carb Diet,-11,2
Low Hemoglobin Level,-3,1
Low Red Blood Cell Count,-11,1
Low Self-Esteem,-3,1
Low Self-Esteem,-9,1
Lower Jaw,-1,1
Lower Jaw,-5,1
Lower Jaw,-7,1
Lower Jaw,-11,1
Lower Jaw,-12,1
Lubricants,-6,1
Lubricants,-8,1
Lubricants,-9,1
Lubricants,-10,1
Lumbar Puncture,-10,2
Lumbar Puncture,-11,1
Lumbar Spinal Stenosis,-10,1
Lump,-1,13
Lump,-2,15
Lump,-3,15
Lump,-4,18
Lump,-5,16
Lump,-6,4
Lump,-7,14
Lump,-8,20
Lump,-9,9
Lump,-10,41
Lump,-11,27
Lump,-12,18
Lumpectomy,-12,1
Lung,-1,6
Lung,-2,7
Lung,-3,9
Lung,-4,5
Lung,-5,8
Lung,-6,2
Lung,-7,7
Lung,-8,3
Lung,-9,6
Lung,-10,12
Lung,-11,13
Lung,-12,7
Lung Cancer,-4,3
Lung Cancer,-5,3
Lung Cancer,-6,1
Lung Cancer,-7,1
Lung Cancer,-8,1
Lung Cancer,-9,5
Lung Cancer,-10,1
Lung Disease,-3,1
Lupus,-2,1
Lupus,-3,1
Lupus,-4,2
Lupus,-5,2
Lupus,-6,1
Lupus,-7,5
Lupus,-8,1
Lupus,-9,3
Lupus,-10,5
Lupus,-11,1
Lupus,-12,1
Luteinizing Hormone,-3,1
Lyme Disease,-2,1
Lyme Disease,-8,1
Lyme Disease,-9,1
Lymph Node,-1,4
Lymph Node,-2,5
Lymph Node,-3,7
Lymph Node,-4,4
Lymph Node,-5,3
Lymph Node,-6,2
Lymph Node,-7,8
Lymph Node,-8,4
Lymph Node,-9,5
Lymph Node,-10,7
Lymph Node,-11,7
Lymph Node,-12,3
Lymphedema,-6,9
Lymphedema,-10,1
Lymphedema,-12,1
Lymphoma,-1,1
Lymphoma,-2,1
Lymphoma,-8,1
Lymphoma,-9,1
Lymphoma,-10,1
Lymphoma,-11,1
Macular Degeneration,-2,1
Macular Degeneration,-5,1
Macular Degeneration,-11,2
Magnesium,-1,1
Magnesium,-2,1
Magnesium,-5,1
Magnesium,-7,1
Magnesium,-10,1
Magnetic Resonance Imaging,-1,2
Magnetic Resonance Imaging,-2,5
Magnetic Resonance Imaging,-3,3
Magnetic Resonance Imaging,-4,4
Magnetic Resonance Imaging,-5,3
Magnetic Resonance Imaging,-6,6
Magnetic Resonance Imaging,-7,5
Magnetic Resonance Imaging,-8,6
Magnetic Resonance Imaging,-9,1
Magnetic Resonance Imaging,-10,1
Magnetic Resonance Imaging,-11,2
Magnetic Resonance Imaging,-12,4
Makeup,-2,3
Makeup,-4,1
Makeup,-7,2
Makeup,-9,2
Makeup,-10,2
Malaria,-2,1
Malaria,-3,1
Malaria,-4,1
Male Pattern Baldness,-4,1
Male Pattern Baldness,-12,1
Malnutrition,-2,1
Malnutrition,-5,1
Malnutrition,-8,1
Mammogram,-2,1
Mammogram,-3,2
Mammogram,-4,2
Mammogram,-6,1
Mammogram,-7,1
Mammogram,-8,3
Mammogram,-9,1
Mammogram,-11,2
Mammogram,-12,1
Mango,-4,1
Mango,-10,1
Mania,-6,1
Manic Depressive,-1,1
Manic Depressive,-3,2
Manic Depressive,-6,1
Manic Depressive,-7,1
Manic Depressive,-8,2
Manic Depressive,-10,1
Manic Depressive,-12,1
Maple,-6,1
Margarine,-12,1
Marijuana,-1,3
Marijuana,-2,2
Marijuana,-3,3
Marijuana,-4,2
Marijuana,-5,4
Marijuana,-6,10
Marijuana,-7,2
Marijuana,-8,6
Marijuana,-9,5
Marijuana,-10,7
Marijuana,-11,8
Marijuana,-12,9
Mashed Potato,-4,1
Massage,-1,5
Massage,-2,4
Massage,-3,1
Massage,-4,2
Massage,-5,1
Massage,-6,5
Massage,-7,3
Massage,-8,1
Massage,-9,2
Massage,-10,4
Massage,-11,3
Massage,-12,4
Mastectomy,-11,2
Mastoidectomy,-10,1
Mastoiditis,-11,1
Mastoiditis,-12,1
Masturbation,-1,12
Masturbation,-2,18
Masturbation,-3,15
Masturbation,-4,15
Masturbation,-5,12
Masturbation,-6,12
Masturbation,-7,22
Masturbation,-8,19
Masturbation,-9,7
Masturbation,-10,21
Masturbation,-11,16
Masturbation,-12,22
Meal,-1,6
Meal,-2,12
Meal,-3,5
Meal,-4,8
Meal,-5,2
Meal,-6,8
Meal,-7,5
Meal,-8,10
Meal,-9,4
Meal,-10,12
Meal,-11,11
Meal,-12,7
Measles,-3,1
Measles,-5,1
Measles,-8,1
Meat,-1,4
Meat,-2,3
Meat,-3,8
Meat,-5,1
Meat,-6,3
Meat,-7,3
Meat,-8,1
Meat,-9,1
Meat,-10,8
Meat,-11,2
Meat,-12,4
Medicaid,-3,6
Medicaid,-8,4
Medicaid,-9,4
Medicaid,-10,9
Medicaid,-11,3
Medicaid,-12,2
Medicare,-1,2
Medicare,-2,1
Medicare,-3,5
Medicare,-5,3
Medicare,-6,3
Medicare,-8,11
Medicare,-9,8
Medicare,-10,11
Medicare,-11,14
Medicare,-12,9
Meditation,-2,2
Meditation,-10,1
Meditation,-11,1
Meditation,-12,2
Melanoma,-2,2
Melanoma,-3,1
Melanoma,-4,1
Melanoma,-5,1
Melanoma,-6,1
Melanoma,-7,1
Melanoma,-8,1
Melanoma,-10,2
Melanoma,-11,1
Melasma,-10,1
Melatonin,-1,1
Melatonin,-2,3
Melatonin,-3,2
Melatonin,-4,1
Melatonin,-5,1
Melatonin,-6,1
Melatonin,-7,2
Melatonin,-8,2
Melatonin,-9,1
Melatonin,-10,5
Melatonin,-12,1
Memory Loss,-1,2
Memory Loss,-2,1
Memory Loss,-3,1
Memory Loss,-5,2
Memory Loss,-6,2
Memory Loss,-7,1
Memory Loss,-9,3
Memory Loss,-10,1
Memory Loss,-11,5
Memory Loss,-12,3
Meniere's Disease,-9,1
Meningioma,-12,1
Meningitis,-1,1
Meningitis,-8,1
Meningitis,-10,3
Meningitis,-11,1
Meningococcal,-8,1
Meniscus,-7,1
Meniscus,-8,1
Meniscus,-10,3
Meniscus,-11,1
Meniscus,-12,1
Menopause,-1,8
Menopause,-2,5
Menopause,-3,13
Menopause,-4,8
Menopause,-5,4
Menopause,-6,6
Menopause,-7,18
Menopause,-8,4
Menopause,-9,7
Menopause,-10,9
Menopause,-11,12
Menopause,-12,6
Menstrual,-1,4
Menstrual,-2,3
Menstrual,-3,2
Menstrual,-4,4
Menstrual,-5,2
Menstrual,-6,2
Menstrual,-7,3
Menstrual,-8,3
Menstrual,-9,4
Menstrual,-10,5
Menstrual,-11,2
Menstrual,-12,2
Menstrual Cramp,-1,1
Menstrual Cramp,-2,1
Menstrual Cramp,-3,1
Menstrual Cramp,-5,1
Menstrual Cramp,-7,1
Menstrual Cramp,-8,1
Menstrual Cramp,-11,1
Mental Breakdown,-2,1
Mental Breakdown,-6,1
Mental Health,-1,3
Mental Health,-4,1
Mental Health,-7,2
Mercury Poisoning,-7,1
Merkel Cell Carcinoma,-11,1
Mesothelioma,-10,1
Metabolism,-1,3
Metabolism,-2,2
Metabolism,-3,1
Metabolism,-4,2
Metabolism,-6,2
Metabolism,-8,2
Metabolism,-9,1
Metabolism,-10,2
Metabolism,-11,1
Metabolism,-12,1
Metamucil,-4,1
Metamucil,-6,1
Metamucil,-8,1
Metamucil,-10,1
Metastasis,-1,1
Metatarsalgia,-9,1
Methadone,-1,2
Methadone,-2,1
Methadone,-3,2
Methadone,-4,1
Methadone,-6,1
Methadone,-7,1
Methadone,-8,2
Methadone,-9,2
Methadone,-10,2
Methadone,-11,1
Methadone,-12,2
Michigan,-10,2
Middle Ear,-2,1
Middle Ear,-4,1
Middle Ear,-10,1
Middle Ear,-12,1
Migraine,-1,9
Migraine,-2,3
Migraine,-3,6
Migraine,-4,5
Migraine,-5,2
Migraine,-6,2
Migraine,-7,10
Migraine,-8,10
Migraine,-9,7
Migraine,-10,13
Migraine,-11,10
Migraine,-12,10
Milk,-1,7
Milk,-2,10
Milk,-3,9
Milk,-4,9
Milk,-5,5
Milk,-6,5
Milk,-7,6
Milk,-8,10
Milk,-9,5
Milk,-10,20
Milk,-11,14
Milk,-12,20
Mineral Oil,-5,1
Mineral Oil,-10,1
Mineral Oil,-11,1
Mineral Water,-12,1
Mint,-9,1
Mint,-11,1
Miscarriage,-1,5
Miscarriage,-2,3
Miscarriage,-3,9
Miscarriage,-4,8
Miscarriage,-5,9
Miscarriage,-6,1
Miscarriage,-7,9
Miscarriage,-8,7
Miscarriage,-9,7
Miscarriage,-10,10
Miscarriage,-11,6
Miscarriage,-12,6
Mite,-3,1
Mite,-7,1
Mite,-9,2
Mite,-10,1
Mite,-11,2
Mitral Valve Prolapse,-11,1
Molar,-1,1
Molar,-6,1
Molar,-7,1
Molar,-8,1
Molar,-9,1
Molar,-10,2
Molar,-11,1
Molar,-12,1
Mold,-1,2
Mold,-2,1
Mold,-3,2
Mold,-4,1
Mold,-5,2
Mold,-6,1
Mold,-7,1
Mold,-10,1
Mold,-11,5
Mold,-12,1
Mole,-2,6
Mole,-3,3
Mole,-4,2
Mole,-5,1
Mole,-6,1
Mole,-7,2
Mole,-8,3
Mole,-9,2
Mole,-10,5
Mole,-11,4
Mole,-12,3
Molluscum Contagiosum,-5,1
Molluscum Contagiosum,-7,1
Molluscum Contagiosum,-11,1
Monoamine Oxidase Inhibitor,-6,1
Mononucleosis,-2,1
Mononucleosis,-3,1
Mononucleosis,-4,2
Mononucleosis,-5,1
Mononucleosis,-6,2
Mononucleosis,-7,3
Mononucleosis,-8,5
Mononucleosis,-10,3
Mononucleosis,-12,2
Mood Swing,-1,1
Mood Swing,-2,4
Mood Swing,-3,4
Mood Swing,-4,2
Mood Swing,-5,1
Mood Swing,-6,1
Mood Swing,-7,2
Mood Swing,-8,4
Mood Swing,-9,3
Mood Swing,-10,7
Mood Swing,-11,4
Mood Swing,-12,2
Morbid Obesity,-3,1
Morbid Obesity,-5,1
Morbid Obesity,-6,1
